,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
851,France,"With intense acidity, this wine has both good structure and red currant and raspberry fruits. It is bright, fresh and almost crisp in character. In the background, the tannins show the dense texture of the wine. It will need to age, so don't drink before 2019.",Champ Salomon,90,,Burgundy,Marsannay,,Roger Voss,@vossroger,Domaine René Bouvier 2014 Champ Salomon  (Marsannay),Pinot Noir,Domaine René Bouvier
852,France,"Bruised apple and dandelion notes play spicily on the textured, slightly phenolic palate. The central streak of freshness brightens all aspects of the wine, which might gain complexity with a year or two more in bottle. For now it remains intriguingly poised between earthy richness and ethereal lift.",Grand A du Petit Léon,90,16,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Roland Schmitt 2014 Grand A du Petit Léon Sylvaner (Alsace),Sylvaner,Domaine Roland Schmitt
853,Germany,"A dusting of crushed slate and saffron accents this zesty lime and honey kissed Kabinett. It's dancingly light on the palate, but concentrated with swirls of marmalade and orange-peel flavors that extend through a long finish. Drink now through 2025.",Thanisch Kabinett,90,30,Mosel,,,Anna Lee C. Iijima,,Dr. H. Thanisch (Erben Thanisch) 2014 Thanisch Kabinett Riesling (Mosel),Riesling,Dr. H. Thanisch (Erben Thanisch)
854,US,"An interesting vein of tasty herb flavor runs through this full-bodied, plump and fruity wine. The aroma has hints of dill and sage, and these mingle with black cherry and blueberry on the palate. A sleek texture and long finish complete the picture.",,90,20,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Easton 2014 Zinfandel (Amador County),Zinfandel,Easton
855,US,"Quite buttery and nutty on the nose, this wine shows Marcona almonds, seared pineapple, crème brûlée and vanilla custard. Those elements meet with smart amounts of acid and texture on each creamy, buttery, pineapple-laced sip, which then finishes on marshmallow flavors.",Reserve,90,35,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Edna Valley Vineyard 2013 Reserve Chardonnay (Edna Valley),Chardonnay,Edna Valley Vineyard
856,Italy,"Scents of pressed white flower, orchard fruit, smoke, citrus and a whiff of nut lead the nose on this savory white. The round, medium-bodied palate offers mature pear, pineapple, peach and hazelnut while a note of flinty mineral lifts the finish.",Taburno,90,25,Southern Italy,Sannio,,Kerin O’Keefe,@kerinokeefe,Fattoria La Rivolta 2015 Taburno Fiano (Sannio),Fiano,Fattoria La Rivolta
857,US,"Tar and beef char kick off the nose on this dark and heavy wine, which offers asphalt, smoked meats and crushed elderberry. Caramelized beef, balsamic-blackberry reduction, tobacco and touches of smoke show on the palate.",,90,28,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2013 Syrah (Santa Barbara County),Syrah,Fess Parker
858,US,"Fresh cut pear fruit flavors carry this wine. It's crisp and clean, with fresh fruit balanced against natural acidity. Drink it now while the freshness is paramount.",,90,15,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Firesteed 2014 Pinot Gris (Oregon),Pinot Gris,Firesteed
859,US,"This is a generous, leathery and tannic wine, full-bodied and made in a juicy, foreboding style. Black pepper, leather and cigar smoke provide a sultry, robust edge to the wine, which should cellar well, through 2020.",,90,150,California,Spring Mountain District,Napa,Virginie Boone,@vboone,Foretell 2012 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Foretell
860,US,"Fresh cracked peppercorn, dense black and purple fruit and a cedar tone carry through the nose of this lavish yet nuanced bottling from a South Coast winery that practices extended aging before release. The elderberry fruit is hung on a strong tannic structure, bolstered by woody cigar box, incense, juniper and espresso flavors.",Erato De Portola Trail Vineyard,90,45,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Gershon Bachus 2009 Erato De Portola Trail Vineyard Cabernet Franc (Temecula Valley),Cabernet Franc,Gershon Bachus
861,Italy,"Pressed wild flower, hay, fennel and ripe berry scents mingle together in the glass. The refreshing palate combines crushed strawberry, juicy red cherry, saline and a hint of baking spice alongside bright acidity.",Rosso,90,30,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Graci 2015 Rosso  (Etna),Nerello Mascalese,Graci
862,Italy,"Alluring scents of Spanish broom, iris, berry and a hint of dried herb come together on this. The bright palate offers candied cherry, nectarine zest, white pepper and a hint of fennel while a mineral note signals the finish.",,90,19,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Tornatore 2015 Rosato (Etna),Rosato,Tornatore
863,US,"Lighter bramble and red-currant fruits pop on the nose of this wine from the appellation's eastern end, as do baking-spice notes, crushed vanilla and hibiscus. It's airy on the palate, with tense cranberry and pomegranate, crushed oregano and dill, pencil lead minerality and a slowly simmering acidity.",Rio Vista Vineyard,90,45,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,West of Temperance 2012 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,West of Temperance
864,Germany,"Quite rare in the U.S. market, this ripe richly berried wine is an excellent example of Frühburgunder, an early ripening mutation of Pinot Noir. Blackberry and plum flavors are fleshy and rich, offset by soft, sunny acidity and a supple silken mouthfeel. It's just faintly tannic and approachable now.",Trocken,90,40,Ahr,,,Anna Lee C. Iijima,,Winzergenossenschaft Mayschoss-Altenahr 2013 Trocken Früburgunder (Ahr),Früburgunder,Winzergenossenschaft Mayschoss-Altenahr
865,Italy,"This offers heady aromas of honeysuckle, white stone fruit, dill, hay and a vegetal note that recalls tomato leaf. The tangy palate offers juicy grapefruit, white peach and honeydew melon while mouthwatering salinity provides depth.",Laluci,90,,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Baglio del Cristo di Campobello 2015 Laluci White (Sicilia),White Blend,Baglio del Cristo di Campobello
866,Australia,"This is ripe, rich and even a touch tannic—almost more of a light red than a true rosé. This makes it ideally suited to serve alongside summer's various grilled meats. Raspberry and cola flavors finish spicy and round.",Handpicked Grenache,90,25,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Beresford 2014 Handpicked Grenache Rosé (McLaren Vale),Rosé,Beresford
867,US,"Fresh fruit flavors suggest a bowl full of berries and cherries. Crisp acids help to focus the wine, with spot-on varietal flavors and balance. Both elegant and complex, it's a lovely bottle from an under-the-radar producer.",Estate,90,40,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Carabella 2013 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella
868,Chile,"Composed berry, spice, herb and oak aromas are complete and inviting. In the mouth, this is ripe and dense, with chewy tannins. Blackberry, mixed herb and dark chocolate flavors are integrated, while this settles nicely on the finish.",Gran Reserva,90,15,Colchagua Valley,,,Michael Schachner,@wineschach,Carmen 2014 Gran Reserva Carmenère (Colchagua Valley),Carmenère,Carmen
869,US,"The most reserved of this winery's Grenache studies, this bottling shows baked red cherry, red currant, cola and slate on the nose. An iron-based minerality shows on the earthy palate, which also offers chipped slate, cranberry and tart cherry elements. It's a tad light but still intriguingly textured.",Larner,90,42,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Casa Dumetz 2014 Larner Grenache (Ballard Canyon),Grenache,Casa Dumetz
870,US,"This is an amazingly tasty and focused wine that has the most distinctive black pepper character. It's medium-bodied, dark and smoky looking and quite flavorful, backing up the pepper with lively raspberry notes and staying lively from the first sip to the last.",Estate Bottled,90,29,California,Mendocino Ridge,,Jim Gordon,@gordone_cellars,Greenwood Ridge 2013 Estate Bottled Syrah (Mendocino Ridge),Syrah,Greenwood Ridge
871,US,Chocolate and blackberry form an impressively generous and full-bodied personality in this 100% varietal wine aged 22 months in a hearty percentage of new oak. Big tannin and traces of cigar and espresso continue on the brawny theme.,,90,42,California,Napa Valley,Napa,Virginie Boone,@vboone,Herencia 2013 Merlot (Napa Valley),Merlot,Herencia
872,US,"Not such a rarity these days, Albariño is turning heads in California and Oregon. This tart, juicy, and deliciously fresh effort is loaded with tangy citrus and green apple fruit. It's leesy and textural, tasting of wet stones: in sum, a wonderfully refreshing summer white.",,90,18,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,J. Scott Cellars 2015 Albariño (Oregon),Albariño,J. Scott Cellars
873,Hungary,"This delicate Hungarian white wine is a blend of 86% Furmint, 9% Yellow Muscat and 5% Kabar. It has enticing aromas of white flowers, botrytis, gardenia, apple blossom and apricot that prepare your palate for flavors of peach juice, citrus zest, grapefruit juice, caramelized pineapple and a crisp clean finish.",Dry,90,16,Tokaji,,,Jeff Jenssen,@worldwineguys,Chateau Dereszla 2014 Dry  (Tokaji),White Blend,Chateau Dereszla
874,Portugal,"Sousão gives intense color and that, along with its attractive perfume, makes a dense, intensely fruity wine. It is rich and weighty, the tannins well integrated with a ripe, juicy aftertaste.",,90,40,Douro,,,Roger Voss,@vossroger,Quinta do Vallado 2009 Sousão (Douro),Sousão,Quinta do Vallado
875,Portugal,"The latest release from the partnership between the Roquette family of Quinta do Crasto in the Douro and the Cazes family of Château Lynch-Bages in Bordeaux. The wine brings out considerable minerality, a herbal edge along with forward black currant fruit. It is austerely structured at this stage and needs aging for several years.",,90,,Douro,,,Roger Voss,@vossroger,Roquette e Cazes 2007 Red (Douro),Portuguese Red,Roquette e Cazes
876,Spain,"Ripe and sweet, with lush, raisiny aromas. The palate is flush, deep and layered, with baked berry, prune, toast and coffee flavors. This is a lot like Vall Llach's signature '07, but it's a bit more restrained and at $50 it's a better deal than the $95 wine. Still, it's a heavyweight to drink now through 2013.",Idus,90,50,Catalonia,Priorat,,Michael Schachner,@wineschach,Vall Llach 2007 Idus Red (Priorat),Red Blend,Vall Llach
877,Italy,"Here's an elegant and clean blend of Merlot (50%), Cabernet Sauvignon and Cabernet Franc from coastal Tuscany that offers intensity and well-measured aromas of ripe cherry, espresso bean and tobacco. The wine is plush and soft, with plump berry notes on the finish.",Alfeo,90,,Tuscany,Bolgheri Superiore,,,,Ceralti 2008 Alfeo  (Bolgheri Superiore),Red Blend,Ceralti
878,France,"Full-bodied wine, spiced with nutmeg and toast and give richness by sweet blackberry juice flavors. It is densely structured, rich with great fruit character as well as a powerful drive of rich tannins. Age this wine at least four years and more.",,90,35,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Bel-Air Ortet 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château Bel-Air Ortet
879,France,"A solid effort, with attractive, balanced black currant fruits and ripe acidity. The wine layers fruit and integrated tannins. It feels chunky and dense, finishing dry.",,90,45,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Ferrière 2009  Margaux,Bordeaux-style Red Blend,Château Ferrière
880,US,"Impressive for its depth and deliciousness. The grapes are from Cline's estate on the Sonoma side of the Carneros district. The wine is dry, full-bodied and tannic, although you can drink it now. It's very rich in blackberries, currants, mushu plum sauce, grilled beef and smoky sandalwood, and seems at its best now.",Sonoma Estate,90,20,California,Los Carneros,Napa-Sonoma,,,Cline 2008 Sonoma Estate Syrah (Los Carneros),Syrah,Cline
881,Spain,"Ripe black fruit aromas aren't overly complex or nuanced but they are generous. Feels tight, gritty and healthy, with firm tannins in front of black cherry and blackberry flavors. Mellows on the finish, where plum and prune flavors take over. Not a hard, fierce Priorat; drink now through 2014.",Coraje,90,44,Catalonia,Priorat,,Michael Schachner,@wineschach,Fuentes 2008 Coraje Red (Priorat),Red Blend,Fuentes
882,US,"Here's a big, rich, fruity Cabernet that satisfies for its array of blackberry, cherry, currant, mineral and oak flavors. It's dry and tannic, and the overall quality is quite high. The price makes it a good Buy. Drink through 2014",,90,22,California,Napa Valley,Napa,,,Fuse 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Fuse
883,Italy,"This elegant 80-20 Cabernet Sauvignon-Cabernet Franc blend delivers mature aromas of ripe berry, black cherry and fresh aromas of dried herbs and powdered licorice. The somewhat subdued bouquet leads to a generous mouthfeel that leaves a long-lasting impression.",Campo al Fico,90,,Tuscany,Bolgheri Superiore,,,,I Luoghi 2008 Campo al Fico  (Bolgheri Superiore),Red Blend,I Luoghi
884,US,"Pretty dark in color and full bodied for a sparkling wine, even one that's majority Pinot Noir. But it's delicious and dry, which surely are prime requisites for any bubbly. Shows ripe, flashy raspberry, strawberry, orange, vanilla, honey, yeast and toast flavors, and the mouthfeel is silky and refined.",Brut Rose,90,28,California,Russian River Valley,Sonoma,,,J Vineyards & Winery NV Brut Rose Sparkling (Russian River Valley),Sparkling Blend,J Vineyards & Winery
